entity,filing_date,industry_group_sec,state_or_country,year_of_incorporation,total_offering_usd,total_sold_usd,n_investors,mega_raise_100m,likely_nonstartup_category,likely_operating_company_context
"Resource Royalty 27, LLC",05-MAY-2026,Oil and Gas,TX,2026.0,6124950.0,0,0,False,False,True
"Meili Holdings, LLC",05-MAY-2026,Other,MT,2021.0,1000000.0,1000000,4,False,False,True
"Concord 101, LLC",05-MAY-2026,Residential,VA,2026.0,8000000.0,1025000,3,False,True,False
Tokma Digital Corp,05-MAY-2026,Other Technology,NE,2025.0,240000.0,0,0,False,False,True
SAVA Capital Inc.,05-MAY-2026,Investing,FL,2021.0,250000.0,250000,1,False,True,False
SAVA Capital Inc.,05-MAY-2026,Investing,FL,2021.0,50000.0,50000,1,False,True,False
"NAME ABOVE FILM, LLC",05-MAY-2026,Other,CA,2026.0,12000000.0,54000,1,False,False,True
"Series 73-4, a series of StartEngine Private LLC",05-MAY-2026,Other,CA,2025.0,711937.0,80812,2,False,False,True
"Series 73-3, a series of StartEngine Private LLC",05-MAY-2026,Other,CA,2025.0,1461750.0,87562,3,False,False,True
INTRAMOTEV INC.,05-MAY-2026,Manufacturing,MO,2022.0,12000000.0,10760000,23,False,False,True
"Parthion, LLC",05-MAY-2026,Other Technology,NJ,2025.0,1000000.0,300000,2,False,False,True
"MB Mezzanine Fund, LP",05-MAY-2026,REITS and Finance,UT,2024.0,,13000000,24,False,True,False
"GPODS, INC.",05-MAY-2026,Other,CA,,750000.0,300000,1,False,False,True
"Hotel Mayhew Equity Partners, LLC",05-MAY-2026,Commercial,MN,2026.0,2000000.0,0,0,False,True,False
"MB Primary Fund, LP",05-MAY-2026,REITS and Finance,UT,2024.0,,40000000,45,False,True,False
"HBS Research Farms, LLC",05-MAY-2026,Other,SD,,50000000.0,5650000,4,False,False,True
Battery Mineral Resources Corp.,05-MAY-2026,Other,A1,,330606.0,330606,2,False,False,True
"Aviator Capital Fund VI US Feeder, LP",05-MAY-2026,Other,FL,2025.0,,104500000,2,True,False,True
Charleston FC PickleRage Holding LLC,05-MAY-2026,Retailing,FL,2025.0,1250000.0,0,0,False,False,True
BayFirst Financial Corp.,05-MAY-2026,Commercial Banking,FL,,80000000.0,80000000,33,False,True,False
Bella SV Holding LLC,05-MAY-2026,Commercial,TX,2026.0,1200000.0,1200000,25,False,True,False
Blu Clarity PBC,05-MAY-2026,Insurance,TX,,2000000.0,582000,6,False,True,False
INTER ALIA BROADWAY Ltd LIABILITY Co,05-MAY-2026,Other,NY,2025.0,7000000.0,425000,3,False,False,True
"Newport LandVest5, LLC",05-MAY-2026,Residential,VA,2026.0,11000000.0,11000000,74,False,True,False
"Chad & Barney's HPF, Inc.",05-MAY-2026,Other,WA,2023.0,6000000.0,1540000,11,False,False,True
Calgary Institute of Counselling Inc.,05-MAY-2026,Other,A0,,100000.0,100000,1,False,False,True
GS Finance Corp.,05-MAY-2026,Investment Banking,NY,,322781.0,322781,1,False,True,False
"CGP Net Lease Mezz Equity VIII, LLC",05-MAY-2026,Commercial,AL,2026.0,4600000.0,4600000,1,False,True,False
SB College Park Investors LLC,05-MAY-2026,Other Real Estate,CA,2026.0,221808.0,221808,1,False,True,False
"BrandCapsule, Inc.",05-MAY-2026,Other Technology,CA,2026.0,56250.0,56250,2,False,False,True
GS Finance Corp.,05-MAY-2026,Investment Banking,NY,,184454.0,184454,1,False,True,False
"JTC Development, LLC",05-MAY-2026,Agriculture,MD,,20000000.0,8250000,30,False,False,True
"Zenprexi, Inc.",05-MAY-2026,Computers,NC,2025.0,1500000.0,50000,1,False,False,True
"Greenview Labs, Inc.",05-MAY-2026,Other Technology,CA,2026.0,,30000,3,False,False,True
GS Finance Corp.,05-MAY-2026,Investment Banking,NY,,184443.0,184443,1,False,True,False
"Megantic Opportunity Portfolio, LLC",04-MAY-2026,Other,CA,2024.0,20000000.0,5200000,15,False,False,True
Venus Aerospace Corp.,04-MAY-2026,Other Technology,TX,,99999989.0,63045751,39,False,False,True
Sage Credit Income Fund LP,04-MAY-2026,Other Real Estate,NC,2024.0,300000000.0,53789613,17,False,True,False
Vitro3d Inc,04-MAY-2026,Other Technology,CO,2022.0,2000000.0,1100000,9,False,False,True
"OC Sortera Partners 2, LLC",04-MAY-2026,Other,GA,2026.0,2100000.0,1500000,10,False,False,True
Talbot Portage LLC,04-MAY-2026,Residential,MI,2025.0,5000000.0,450000,3,False,True,False
"TalesVision, Inc.",04-MAY-2026,Other Technology,CA,2023.0,2000000.0,2000000,1,False,False,True
NexPoint Marina DST,04-MAY-2026,Other Real Estate,TX,2025.0,42710095.0,19788316,63,False,True,False
Like & Subscribe Co.,04-MAY-2026,Other Technology,TX,2024.0,,100000,1,False,False,True
"Infinity Industrial Building III, LLC",04-MAY-2026,Commercial,IA,2025.0,7710000.0,0,0,False,True,False
"Clinware Solutions, Inc.",04-MAY-2026,Computers,NC,2025.0,5500000.0,2000000,1,False,False,True
"Enveric Biosciences, Inc.",04-MAY-2026,Biotechnology,MA,,5000002.0,5000002,4,False,False,True
"Origami Space Development, Inc.",04-MAY-2026,Other Technology,CO,2024.0,220000.0,220000,1,False,False,True
"Inflammasome Therapeutics, Inc.",04-MAY-2026,Biotechnology,MA,,13155645.0,13155645,62,False,False,True
"Climb Bio, Inc.",04-MAY-2026,Biotechnology,MA,,110076289.0,110076289,22,True,False,True
"Call Up Fund 1, LLC",04-MAY-2026,Investing,MI,2025.0,10000000.0,825000,5,False,True,False
"DPEG Market Square, LP",04-MAY-2026,Other Real Estate,TX,2026.0,6950000.0,6950000,77,False,True,False
Howard Hughes Holdings Inc.,04-MAY-2026,Other Real Estate,TX,2023.0,10000000.0,10000000,1,False,True,False
"AI Commerce Solutions, Inc.",04-MAY-2026,Business Services,CA,2025.0,100000.0,100000,1,False,False,True
Phia Holdings Inc.,04-MAY-2026,Other Technology,NY,2022.0,35500031.0,35324001,30,False,False,True
DE GALA HOLDINGS,04-MAY-2026,Commercial,WA,,116665.0,116665,5,False,True,False
APEXIS GROUP Ltd,04-MAY-2026,Other Banking and Financial Services,CO,,,100000,10000,False,True,False
Fox Run Ventures LLC,04-MAY-2026,Other Real Estate,NY,2026.0,2175000.0,2175000,9,False,True,False
Vaughn & Liu LLC,04-MAY-2026,Other Real Estate,CO,2026.0,2500000.0,0,0,False,True,False
Phia Holdings Inc.,04-MAY-2026,Other Technology,NY,2022.0,9472195.0,9472195,12,False,False,True
"WGV Real Estate Fund I, LLC",04-MAY-2026,Other Real Estate,IN,2025.0,100000000.0,3435699,23,False,True,False
Gaingels Seeing Systems LLC,04-MAY-2026,Other,VT,2026.0,95233.0,95233,7,False,False,True
Friona Dairy EB5 Investors Fund LP,04-MAY-2026,Agriculture,TX,2026.0,28000000.0,0,0,False,False,True
"Retropsoas Technologies, LLC",04-MAY-2026,Other Health Care,MO,,4500000.0,3112500,38,False,False,True
"Pathways Research, Inc.",04-MAY-2026,Other Technology,CA,2026.0,250000.0,20000,2,False,False,True
"Yapa Tech, Inc.",04-MAY-2026,Other Technology,CA,2026.0,,150000,1,False,False,True
"Peachtree Credit Fund IV, LP",04-MAY-2026,Other Real Estate,GA,2024.0,500000000.0,240723828,578,True,True,False
MyPro Services Inc.,04-MAY-2026,Computers,WY,,7500000.0,5500,2,False,False,True
Inforens Global Ltd,04-MAY-2026,Other Technology,X0,2022.0,1621402.0,168844,5,False,False,True
Gaingels Red6 LLC,04-MAY-2026,Other,VT,2026.0,68622.0,68622,4,False,False,True
"Lyzr, Inc.",04-MAY-2026,Other Technology,NJ,2023.0,10460986.0,10460986,29,False,False,True
Friona Dairy EB5 Investors Fund LP,04-MAY-2026,Agriculture,TX,2026.0,28000000.0,0,0,False,False,True
MyPro Services Inc.,04-MAY-2026,Computers,CA,,7500000.0,500,1,False,False,True
"Dakota Financial, LLC",04-MAY-2026,Other Banking and Financial Services,CA,,20000000.0,20000000,5,False,True,False
Phinney Ridge 503 LLC,04-MAY-2026,Residential,WA,2025.0,1843000.0,1843000,4,False,True,False
Swipe Savvy Inc.,04-MAY-2026,Other Technology,FL,2026.0,10000000.0,0,0,False,False,True
"JuliaHub, Inc.",04-MAY-2026,Other Technology,MA,,69914061.0,46656804,1,False,False,True
Nexben Inc.,04-MAY-2026,Other Technology,MN,,28176656.0,24084114,26,False,False,True
"YRC Dallas EB-5 Fund, LP",04-MAY-2026,Other Real Estate,TX,2025.0,79200000.0,3200000,4,False,True,False
Sage Credit Income Fund LP,04-MAY-2026,Other Real Estate,NC,2024.0,300000000.0,53789613,17,False,True,False
Alvee Health Inc.,04-MAY-2026,Other Health Care,FL,2021.0,2500023.0,2500023,3,False,False,True
"FullPAC, Inc.",04-MAY-2026,Other,VA,,2596290.0,2596290,14,False,False,True
"Fresh Produce IN OK Investments, LLC",04-MAY-2026,Other Real Estate,TX,2026.0,,8478100,72,False,True,False
Buckeye QOF LLC,04-MAY-2026,Commercial,CA,2025.0,4500000.0,1725000,10,False,True,False
Oceanfront Holdings QOZB LLC,04-MAY-2026,Commercial,CA,2025.0,4500000.0,450000,2,False,True,False
CROWDFUNZ 859 LLC,04-MAY-2026,Other Real Estate,NY,,5000000.0,0,0,False,True,False
"RYP LABS, INC.",04-MAY-2026,Other Technology,WA,,2000000.0,107500,2,False,False,True
"Daintree Group Partners NT, LP",04-MAY-2026,Investing,NY,2025.0,,64260000,1,False,True,False
"GPODS, INC.",04-MAY-2026,Other,CA,,750000.0,7050,9,False,False,True
PharmassetX Inc.,04-MAY-2026,Pharmaceuticals,KY,2024.0,6000000.0,100000,1,False,False,True
CIG DS1 Procurement LLC,04-MAY-2026,Other Energy,FL,2025.0,100000000.0,100000000,2,True,False,True
Ferret Systems Inc.,04-MAY-2026,Other Technology,CA,,12000000.0,6799995,2,False,False,True
Icon on Pima II LLC,04-MAY-2026,Other,CA,2026.0,1400000.0,0,0,False,False,True
Developer Capital Inc.,04-MAY-2026,Other Banking and Financial Services,A6,2023.0,3631500.0,3395318,3,False,True,False
Red Spring Racing 10 LLC,04-MAY-2026,Agriculture,NY,2025.0,16000.0,4800,1,False,False,True
"RMFF HoldCo, LLC",04-MAY-2026,Manufacturing,CO,2025.0,4727000.0,4727000,14,False,False,True
rootberry llc,04-MAY-2026,Other,MO,,1500000.0,1001202,1,False,False,True
"melten.ai, Inc.",04-MAY-2026,Other Technology,CA,2026.0,2199999.0,2199999,1,False,False,True
"One of One Ventures Technology, Inc.",04-MAY-2026,Other Technology,NY,2026.0,4000000.0,0,0,False,False,True
"Vaulterra Storage Durango, LLC",04-MAY-2026,Commercial,TX,2024.0,4000000.0,4000000,0,False,True,False
"Ameri Financial Group, Inc.",04-MAY-2026,Commercial Banking,MN,,16983040.0,0,0,False,True,False
"Perplexity AI Insider Stock Acquisitions, LLC",04-MAY-2026,Other,AZ,2026.0,,1900000,26,False,False,True
"SPA Properties III, LLC",04-MAY-2026,Commercial,NC,,3526000.0,3526000,27,False,True,False
USEDC 2026 Drilling Fund 1 LP,04-MAY-2026,Oil and Gas,TX,2026.0,250000000.0,150000,0,False,False,True
USEDC Opportunity Zone IV LP,04-MAY-2026,Oil and Gas,TX,2026.0,100000000.0,300000,0,False,False,True
"Vertical Bridge Financing Fund I, LLC",04-MAY-2026,Other Banking and Financial Services,FL,2025.0,10000000.0,300000,2,False,True,False
Acacia Property Corp 2025,04-MAY-2026,REITS and Finance,CA,2025.0,700000000.0,344330000,53,True,True,False
"Qaimera Technologies, Inc.",04-MAY-2026,Other Technology,IL,2024.0,600000.0,360000,3,False,False,True
"ContactImmed, Inc.",04-MAY-2026,Other Technology,NY,2024.0,,30000,1,False,False,True
Moto Acquire LLC,04-MAY-2026,Other Technology,IL,2023.0,810000.0,810000,6,False,False,True
JNR Equity Fund II LLC,04-MAY-2026,Other Real Estate,MA,2025.0,100000000.0,19148001,61,False,True,False
"BCM Equity, LP",04-MAY-2026,Investing,TX,2026.0,400000.0,379000,8,False,True,False
"MDS 2026-Shale Development, LP",04-MAY-2026,Oil and Gas,PA,2025.0,200000000.0,0,0,False,False,True
Walholding LLC,04-MAY-2026,Commercial,OH,2026.0,395311.0,395311,5,False,True,False
Locksmith Bio Inc.,04-MAY-2026,Other Technology,DE,2024.0,1900000.0,1900000,2,False,False,True
Sxsvi Tech Corp,04-MAY-2026,Investing,CO,2026.0,100000000.0,0,0,False,True,False
BUMM Pretty Mom Corp,04-MAY-2026,Other Health Care,F4,2026.0,100000000.0,25000000,0,False,False,True
"Launchpoint Electric Propulsion Solutions, Inc.",04-MAY-2026,Other,CA,,237810.0,237810,1,False,False,True
"Mentat Biotechnology, Corp.",04-MAY-2026,Biotechnology,CA,2023.0,10000.0,10000,1,False,False,True
SharonAI Holdings Inc.,04-MAY-2026,Other Technology,NY,,350000000.0,350000000,7,True,False,True
"RWA Flood, Inc.",04-MAY-2026,Other,WY,2026.0,1200000.0,142500,8,False,False,True
"Landbank III, LP",04-MAY-2026,Oil and Gas,TX,2026.0,50000000.0,200000,2,False,False,True
Midcon Magnesium,04-MAY-2026,Other Energy,WY,2026.0,2000000.0,150000,3,False,False,True
Latitude Energy Holdings Inc.,04-MAY-2026,Other Energy,DC,2025.0,100000.0,100000,2,False,False,True
"ANYROSE, INC.",04-MAY-2026,Other Technology,CA,2026.0,,100000,1,False,False,True
"Taylor 58, Ltd.",01-MAY-2026,Other Real Estate,TX,2025.0,15000000.0,3200000,2,False,True,False
Latitude Energy Holdings Inc.,01-MAY-2026,Other Energy,DC,2025.0,75000.0,75000,1,False,False,True
"Auxilia, Inc.",01-MAY-2026,Business Services,CO,,5000000.0,1408000,14,False,False,True
Caris Inc,01-MAY-2026,Other Energy,CA,,,338700,45,False,False,True
"Fabric.AI, Inc.",01-MAY-2026,Other,NY,,73075000.0,73075000,15,False,False,True
Palomino Laboratories Inc.,01-MAY-2026,Other Technology,CA,2022.0,30000000.0,16975412,76,False,False,True
"Templum, Inc.",01-MAY-2026,Other,FL,,13500000.0,13500000,3,False,False,True
"UCSD Center for Surgery of Encinitas, L.P.",01-MAY-2026,Other Health Care,CA,,943500.0,0,0,False,False,True
Carlin Gold Corp,01-MAY-2026,Other,A1,,198197.0,79279,4,False,False,True
"Three Years Gone, LLC",01-MAY-2026,Other,NY,2022.0,500000.0,435000,13,False,False,True
"Nok Therapeutics, Inc.",01-MAY-2026,Biotechnology,PA,2024.0,,750500,5,False,False,True
"Nok Therapeutics, Inc.",01-MAY-2026,Biotechnology,PA,2024.0,3200.0,3200,14,False,False,True
BKAI Dove Ridge LLC,01-MAY-2026,Investing,TX,2026.0,2000000.0,0,0,False,True,False
"UCSD Center for Surgery of Encinitas, L.P.",01-MAY-2026,Other Health Care,CA,,943500.0,0,0,False,False,True
Timbertop Growth Investment Fund LLC,01-MAY-2026,Residential,TN,2025.0,100000000.0,1700000,9,False,True,False
"BP Commercial Funding Trust, Series SPL-XII",01-MAY-2026,Other Banking and Financial Services,NY,,,172319188,29,True,True,False
Big Watt Digital LLC,01-MAY-2026,Other,DE,2021.0,,31400984,26,False,False,True
"SmartNews, Inc.",01-MAY-2026,Other Technology,M0,,,0,0,False,False,True
"Series Fund S, a series of UM Pre-IPO Portfolio Fund II LLC",01-MAY-2026,Other,NY,2021.0,,905000,12,False,False,True
"VenoStent, Inc.",01-MAY-2026,Other Health Care,TX,,10000000.0,10000000,29,False,False,True
"MAGIC FIND STUDIOS, INC.",01-MAY-2026,Other Technology,FL,2025.0,10000000.0,2999999,1,False,False,True
Timbertop Growth Investment Fund LLC,01-MAY-2026,Residential,TN,2025.0,100000000.0,1700000,9,False,True,False
"AirMid Critical Care Products, Inc.",01-MAY-2026,Other Health Care,VA,,2000000.0,102500,3,False,False,True
Persefoni AI Inc.,01-MAY-2026,Other Technology,AZ,,4349962.0,4349962,6,False,False,True
Haevek Inc.,01-MAY-2026,Other Technology,VA,2023.0,6730356.0,6410317,25,False,False,True
Ineffable Intelligence Ltd,01-MAY-2026,Other Technology,X0,2025.0,1111419525.0,1104867535,33,True,False,True
"Cosmetic Physician Partners, LLC",01-MAY-2026,Other Health Care,TX,2021.0,261445.0,0,0,False,False,True
Venki Energy LLC,01-MAY-2026,Other Energy,MD,2024.0,100000.0,43000,4,False,False,True
"Sufficiently Advanced, Inc.",01-MAY-2026,Computers,DE,2023.0,6099982.0,6099982,14,False,False,True
"CALIBER HS TSMC FUNDCO, LLC",01-MAY-2026,Other Real Estate,AZ,2025.0,25000000.0,100000,1,False,True,False
"East Bay Permanent Real Estate Cooperative, Inc.",01-MAY-2026,Other Real Estate,CA,,15000000.0,1971000,19,False,True,False
"Parnassus Labs, Inc.",01-MAY-2026,Other Technology,CA,2022.0,32462270.0,29662278,6,False,False,True
nira innovations Inc,01-MAY-2026,Biotechnology,NH,,1500000.0,25000,1,False,False,True
SAYARI LABS INC.,01-MAY-2026,Other Technology,DC,,,0,0,False,False,True
"Danville 2025 QOF, LLC",01-MAY-2026,Commercial,VA,2026.0,1683000.0,1683000,15,False,True,False
"TiGR, LLC",01-MAY-2026,Other,DE,2025.0,10000000.0,2036333,1,False,False,True
"PG Austin Investors RC, LLC",01-MAY-2026,Other Real Estate,GA,2025.0,80300000.0,9903969,84,False,True,False
Blue Energy Global Inc.,01-MAY-2026,Other Energy,MD,2023.0,399999949.0,177476834,11,True,False,True
AEI Healthcare Portfolio VII DST,01-MAY-2026,Commercial,MN,2026.0,50500000.0,13573589,34,False,True,False
"Circadian Health, Inc.",01-MAY-2026,Other Health Care,FL,2024.0,12000000.0,8780909,8,False,False,True
"PG Austin Investors RC, LLC",01-MAY-2026,Other Real Estate,GA,2025.0,80300000.0,9903969,84,False,True,False
"HIG Holdings, LLC",01-MAY-2026,Insurance,TX,,12175000.0,12175000,9,False,True,False
"Circadian Health, Inc.",01-MAY-2026,Other Health Care,FL,2024.0,12000000.0,8226867,4,False,False,True
"Title Solutions Group, LLC",01-MAY-2026,Insurance,IL,2025.0,35955.0,35955,1,False,True,False
"NeuroGeneces, Inc.",01-MAY-2026,Other Health Care,NM,2021.0,750000.0,425000,13,False,False,True
Haply Robotics inc.,01-MAY-2026,Other Technology,A8,,,3273494,6,False,False,True
"PG Austin Investors, LLC",01-MAY-2026,Other Real Estate,GA,2025.0,80300000.0,10023271,76,False,True,False
"Preceptis Medical, Inc.",01-MAY-2026,Other Health Care,MN,,6900000.0,2561370,27,False,False,True
Shield AI Inc,01-MAY-2026,Other Technology,CA,,591806870.0,591806870,32,True,False,True
Automated Water Machines Inc d/b/a Kadeya,01-MAY-2026,Retailing,IL,,475000.0,150000,3,False,False,True
"Benefit Harbor, LP",01-MAY-2026,Business Services,TX,,6540000.0,6000000,13,False,False,True
Real to Reel Capital LLC,01-MAY-2026,Other Real Estate,NV,2026.0,2500000.0,0,0,False,True,False
"DADOS Technology, Inc.",01-MAY-2026,Other Technology,CA,2023.0,3298971.0,1513971,5,False,False,True
"RS Hunting Ridge Apartments, LLC",01-MAY-2026,Other Real Estate,UT,,3900000.0,0,0,False,True,False
Canopy NRG LLC,01-MAY-2026,Other Energy,MS,2026.0,6000000.0,1700000,4,False,False,True
"Midas Fore, LLC",01-MAY-2026,Other Banking and Financial Services,VA,2025.0,1000000.0,0,0,False,True,False
"Morningside Sunrise Holdings, LLC",01-MAY-2026,Residential,FL,2025.0,22000000.0,9890000,5,False,True,False
"Arbiom, Inc.",01-MAY-2026,Other,NC,,21000000.0,18900000,9,False,False,True
"5280 Waste Group, LLC",01-MAY-2026,Other,PA,2025.0,,11742937,7,False,False,True
Grace Ryan Organics Inc.,01-MAY-2026,Other,CT,2023.0,1500000.0,1500000,0,False,False,True
"TUTUS INVESTMENT FUND I, LLC",01-MAY-2026,Other,TX,2026.0,10000000.0,0,0,False,False,True
"Eyas Medical Imaging, Inc.",01-MAY-2026,Other Health Care,OH,,10000000.0,2200000,7,False,False,True
"Spark GHC Lighthouse, L.P.",01-MAY-2026,Commercial,OH,2026.0,17000000.0,500000,1,False,True,False
"SKIPPER LABS, INC.",01-MAY-2026,Other Technology,WA,2026.0,329998.0,164999,1,False,False,True
"SKIPPER LABS, INC.",01-MAY-2026,Other Technology,WA,2026.0,329999.0,0,0,False,False,True
KryptonQ LTD.,01-MAY-2026,Investing,CO,2026.0,,100000000,1000,True,True,False
TEP Fund 2026 LP,01-MAY-2026,Oil and Gas,TX,2026.0,65000000.0,0,0,False,False,True
Affordable Housing Fund III LLC,01-MAY-2026,Other Real Estate,FL,2026.0,,0,0,False,True,False
FARADAY FUTURE INTELLIGENT ELECTRIC INC.,01-MAY-2026,Manufacturing,CA,,45000000.0,45000000,1,False,False,True
FARADAY FUTURE INTELLIGENT ELECTRIC INC.,01-MAY-2026,Manufacturing,CA,,12000000.0,12000000,1,False,False,True
CAVALRY MANAGEMENT AGGREGATOR LLC,01-MAY-2026,Other,TX,2022.0,,69119655,89,False,False,True
Elevate North Investors LP,01-MAY-2026,Residential,TX,2026.0,30000000.0,24500000,18,False,True,False
40950 Chapel Way LLC,01-MAY-2026,Residential,CA,2025.0,12000000.0,1648000,14,False,True,False
"BP Commercial Funding Trust III, Series SPL-XV",01-MAY-2026,Other Banking and Financial Services,NY,2023.0,,0,0,False,True,False
Arches Medical Independents LLC,01-MAY-2026,Other Health Care,MA,2024.0,5398585.0,5398585,37,False,False,True
"GT 56 Land Holdings, LLC",01-MAY-2026,Other Real Estate,TX,2026.0,1900000.0,1900000,9,False,True,False
"Allbirds, Inc.",01-MAY-2026,Retailing,CA,,50000000.0,3250000,1,False,False,True
"KONSTRUCTIQ, INC.",01-MAY-2026,Other Technology,CA,2023.0,6001856.0,4783106,14,False,False,True
Willows Resyndication LP,01-MAY-2026,Residential,CA,2024.0,30330299.0,30330299,1,False,True,False
HOME CARE PLACEMENT LLC,01-MAY-2026,Other Health Care,CA,2021.0,200000.0,15002,1,False,False,True
"Larson Strategic Capital, LLC",01-MAY-2026,Other Real Estate,MO,2026.0,,37000,1,False,True,False
"NEMO Rollover Aggregator, LLC",01-MAY-2026,Other Health Care,MA,2026.0,3250000.0,0,28,False,False,True
SRRT SQUARE 2 DST,01-MAY-2026,Other Real Estate,MN,2025.0,5400000.0,5372288,6,False,True,False
DasiSimulations LLC,01-MAY-2026,Other,OH,,2000000.0,1050558,10,False,False,True
"Bison II, LP",01-MAY-2026,Oil and Gas,IL,2024.0,50000000.0,19721100,124,False,False,True
"TheShape Sensing Company, Inc.",01-MAY-2026,Other Technology,TX,2022.0,2000000.0,100000,1,False,False,True
Kimchi Pop IT LLC,01-MAY-2026,Other,WY,2026.0,50000.0,15000,3,False,False,True
"OPEN DOORS PARTNERS, LLC",30-APR-2026,Other,CA,,9784008.0,9784008,42,False,False,True
Laser Photonics Corp,30-APR-2026,Manufacturing,FL,,4000559.0,4000559,4,False,False,True
"LiquidX, Inc.",30-APR-2026,Other Technology,NY,,5715400.0,3493178,1,False,False,True
"Finzly, Inc.",30-APR-2026,Other Technology,NC,2025.0,6000000.0,6000000,1,False,False,True
"BLUSHIFT AEROSPACE I, A SERIES OF CAPITALIZE INVESTMENTS LLC",30-APR-2026,Other,NV,2023.0,,510219,56,False,False,True
Keller Park Vista Buligo LP,30-APR-2026,Commercial,DE,2026.0,,303444,2,False,True,False
"Fusion Energy Solutions, Inc.",30-APR-2026,Other Technology,AZ,,,371030,1,False,False,True
Gladius Christi Co,30-APR-2026,Other,IL,2026.0,3000000.0,1900000,6,False,False,True
Mosyle Corp,30-APR-2026,Other Technology,FL,,99999960.0,99999960,2,False,False,True
Tri-City Buligo LP,30-APR-2026,Commercial,DE,2026.0,,0,0,False,True,False
Sage Credit Income Fund LP,30-APR-2026,Other Real Estate,NC,2024.0,300000000.0,0,0,False,True,False
"Stag HDG 1, LLC",30-APR-2026,Commercial,TX,2026.0,4600000.0,0,0,False,True,False
"GMI-URBAN TOWERS, LP",30-APR-2026,Commercial,TX,2026.0,24919975.0,0,0,False,True,False
117 BAKERTOWN FUNDING L.P.,30-APR-2026,Other Real Estate,NY,2026.0,3000000.0,3000000,27,False,True,False
733 DAVIS FUNDING L.P.,30-APR-2026,Other Real Estate,NY,2026.0,3525000.0,3525000,36,False,True,False
"Project Horntail, LLC",30-APR-2026,Manufacturing,LA,,7500000.0,7500000,39,False,False,True
"AurellaAI, Inc.",30-APR-2026,Other Technology,CA,2026.0,250000.0,250000,1,False,False,True
"Talea Music, Inc.",30-APR-2026,Other,AZ,2025.0,300000.0,50000,2,False,False,True
"T4F, Inc.",30-APR-2026,Other Technology,NJ,2021.0,1238200.0,238200,7,False,False,True
RoughRider Energy Holdings LLC,30-APR-2026,Agriculture,IA,2026.0,500000000.0,4275000,11,False,False,True
"TB Bond, LLC",30-APR-2026,Business Services,FL,2024.0,100000000.0,34662000,342,False,False,True
"OPEN DOORS PARTNERS, LLC",30-APR-2026,Other,CA,,4811184.0,4811184,19,False,False,True
"Olam P, L.P.",30-APR-2026,Other,NY,2026.0,,0,0,False,False,True
"Residences at White Rock Lake IR, LLC",30-APR-2026,Residential,TX,2026.0,4700000.0,1925000,20,False,True,False
Kobo Resources Inc.,30-APR-2026,Other,A8,2023.0,363451.0,363451,1,False,False,True
"White Creek, LLC",30-APR-2026,Other Real Estate,ND,2026.0,2275000.0,2275000,8,False,True,False
MHC VICTORIA SQUARE OWNER LLC,30-APR-2026,Commercial,FL,2026.0,4045000.0,4045000,41,False,True,False
UnityAI Inc,30-APR-2026,Other Technology,TN,2023.0,15019994.0,15019994,16,False,False,True
Hillcrest 100 LP,30-APR-2026,Commercial,TX,2026.0,20800000.0,20800000,124,False,True,False
Frisco Main LP,30-APR-2026,Commercial,TX,,13500000.0,13500000,30,False,True,False
"Insure Automation Solutions, Inc.",30-APR-2026,Other Technology,FL,2026.0,500000.0,100000,1,False,False,True
"Regent Surgical Health Topco, L.P.",30-APR-2026,Other,NY,,,11194741,53,False,False,True
Kitsap Nearshore UMB LLC,30-APR-2026,Other,WA,2025.0,6000000.0,300000,1,False,False,True
"Pet Metrics, Inc.",30-APR-2026,Other,CA,2022.0,500000.0,250000,4,False,False,True
Gelum Resources Ltd.,30-APR-2026,Other,A1,,427990.0,427990,2,False,False,True
"Fresenius Medical Care Northern Lancaster, LLC",30-APR-2026,Other Health Care,MA,2024.0,4584414.0,4584414,2,False,False,True
Second Star Aviation,30-APR-2026,Airlines and Airports,CA,2024.0,1000000.0,900000,5,False,False,True
"Jawbreaker Topco, L.P.",30-APR-2026,Other Technology,CA,2026.0,,0,0,False,False,True
Greenpro Capital Corp.,30-APR-2026,Business Services,N8,,250000.0,250000,1,False,False,True
SIH INCOME & GROWTH FUND II LLC,30-APR-2026,Other,NJ,2026.0,10000000.0,0,0,False,False,True
SIH 12 Investor LLC,30-APR-2026,Other,NJ,2026.0,2000000.0,0,0,False,False,True
"Cognovi Labs, Inc.",30-APR-2026,Other Technology,OH,,7000000.0,6677212,35,False,False,True
"Fermeate, Inc.",30-APR-2026,Other,CA,2024.0,2524998.0,2524998,9,False,False,True
VILLAGER INVESTORS LLC,30-APR-2026,Commercial,WY,2025.0,10650000.0,7795000,41,False,True,False
Smith Medical Holdings Inc.,30-APR-2026,Other Health Care,FL,2022.0,24874000.0,22874000,52,False,False,True
"AeroDominance, Inc.",30-APR-2026,Other Technology,VA,2026.0,7500000.0,7500000,10,False,False,True
"Genesis New Ventures, LLC",30-APR-2026,Biotechnology,MT,2022.0,6500000.0,4227939,19,False,False,True
Garron Properties AAA Storage 1 LLC,30-APR-2026,Other Real Estate,IL,2026.0,1000000.0,0,0,False,True,False
JMD INC.,30-APR-2026,Other,OH,,50000000.0,20000000,2,False,False,True
"Series 68-2, a series of StartEngine Private LLC",30-APR-2026,Other,CA,2026.0,940950.0,614250,16,False,False,True
